"","codigoOC","FechaEnvioOC","NombreOC","DescripcionOC","EstadoOC","ProcedenciaOC","MonedaOC","MontoNetoOC","DescuentosOC","CargosOC","ImpuestosOC","MontoTotalOC","ImpuestosOC_CLP","MontoNetoOC_CLP","MetodoPago","TipoDespacho","Financiamiento","UnidadCompra","UnidadCompraRUT","RegionUnidadCompra","entCode","Institucion","Sector","Proveedor","ProveedorRUT","ActividadProveedor","TamanoProveedor","RegionProveedor","RubroN1","RubroN2","RubroN3","CodigoProductoONU","ONUProducto","NombreItem","DescripcionItem","CantidadItem","UnidadMedida","MonedaItem","MontoNetoItem","DescuentoItem","CargosItem","ImpuestoEspecificoItem","MontoTotalItem","MontoNetoItemCLP","CodigoCotizacion","NombreCotizacion","DescripcionCotizacion","FechaPublicacionCotizacion","FechaCierreCotizacion","MontoDisponible","DescripcionProducto","CodigoProductoCotizadoONU","ProductoCotizado","CantidadSolicitada","ProveedorCotizacion","RUTProveedorCotizacion","DetalleCotizacion","PrecioUnitarioCotizacion","PrecioTotalItemCotizacion","MontoNetoCotizacion","MontoDespachoCotizacion","MontoTotalCotizacion","ProveedorSeleccionado"
"507","1057402-8599-AG24","30-08-2024 0:00:00","5076 ENEMA BARITADO","Orden de Compra generada por invitación a compra ágil desde ID 1057402-1192-COT24, por el servicio de Enema Baritado","Recepcion Conforme","Compra Agil","CLP",356490,0,0,0,356490,0,356490,"30 dias contra la recepcion conforme de la factura","Otra Forma de Despacho","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","SOC PROFESIONAL SCANNER SUR LIMITADA","79.747.000-7","HOSPITALES Y CLINICAS","2.0","Región de Magallanes y de la Antártica","Salud, servicios sanitarios y alimentación","Medicina y servicios de salud","Evaluaciones de salud individuales",85122201,"Exámenes médicos","Exámenes médicos","3 exámenes de Enema Baritado",3,"Unidad","CLP",118830,0,0,NA,356490,356490,"1057402-1192-COT24","Enema Baritado","El Hospital Clínico de Magallanes requiere la compra de servicio de 3 examen de Enema Baritado en la ciudad de Punta Arenas, en beneficio de pacientes institucionales. Un Enema Baritado es un examen de rayos X que puede detectar cambios o anormalidades en el intestino grueso (colon). El procedimiento también se conoce como examen de rayos X de colon.","21-08-2024 0:00:00","22-08-2024 0:00:00",356490,"3 exámenes de Enema Baritado",85122201,"Exámenes médicos",3,"SOC PROFESIONAL SCANNER SUR LIMITADA","79.747.000-7","Exámenes se tomarán en Av. Bulnes 01448, Punta Arenas, entrada por Kuzma Slavic, frente a cafetería. Scanner Sur cuenta con resoluciones de autorización de establecimiento, equipos y es un centro acreditado por la Superintendencia de Salud.",118830,356490,356490,0,356490,"SI"
"508","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Productos derivados de minerales, plantas y animales","Productos no comestibles de origen vegetal","Madera",11121611,"Tablero de partículas","Tablero de partículas","Melamina Color Roble 18.0mm 2500x1830 (Se adjunta cortes dimensionados)",2,"Plancha","CLP",60000,0,0,NA,120000,120000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"Melamina Blanca 15.0mm 2500x1830 (Se adjunta cortes dimensionados)",11121611,"Tablero de partículas",13,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",50000,650000,1327800,0,1580082,"SI"
"509","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Productos derivados de minerales, plantas y animales","Productos no comestibles de origen vegetal","Madera",11121611,"Tablero de partículas","Tablero de partículas","MDF 9.0mm 2440x1520 (Se adjunta cortes dimensionados)",2,"Plancha","CLP",19000,0,0,NA,38000,38000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"Melamina Blanca 15.0mm 2500x1830 (Se adjunta cortes dimensionados)",11121611,"Tablero de partículas",13,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",50000,650000,1327800,0,1580082,"SI"
"510","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Productos derivados de minerales, plantas y animales","Productos no comestibles de origen vegetal","Madera",11121611,"Tablero de partículas","Tablero de partículas","LAMINA FORMICA COLOR ALUMINIO DE 122CMS X 244 CMS",1,"Plancha","CLP",215000,0,0,NA,215000,215000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"Melamina Blanca 15.0mm 2500x1830 (Se adjunta cortes dimensionados)",11121611,"Tablero de partículas",13,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",50000,650000,1327800,0,1580082,"SI"
"511","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Productos derivados de minerales, plantas y animales","Productos no comestibles de origen vegetal","Madera",11121611,"Tablero de partículas","Tablero de partículas","LAMINA FORMICA COLOR BLANCO TEXTURA DE 122CMS X 244 CMS",3,"Plancha","CLP",80000,0,0,NA,240000,240000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"Melamina Blanca 15.0mm 2500x1830 (Se adjunta cortes dimensionados)",11121611,"Tablero de partículas",13,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",50000,650000,1327800,0,1580082,"SI"
"512","1057402-8437-AG24","21-08-2024 0:00:00","(MIS) PEDIDO EQUIPOS MENORES/ PROYECTO MEL","ID 1057402-1155-COT24 PEDIDO EQUIPOS MENORES PROYECTO MEL 2024  PROYECTO N°26 ENDOSCOPÍA. PROYECTO N°34 CR MUJER.","Recepcion Conforme","Compra Agil","CLP",243640,0,0,46291.6,289931.6,92583.2,243640,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","Multitodo SpA","77.171.381-5","","4.0","Región de Magallanes y de la Antártica","Muebles, accesorios, electrodomésticos y productos electrónicos","Aparatos electrodomésticos","Electrodomésticos para cocina",52141510,"Ventiladores","Ventiladores","VENTILADOR TIPO TORRE, CON CONTROL REMOTO, CONECTIVIDAD WIFI, 3 VELOCIDADES, PANEL DIGITAL TOUCH, POTENCIA ENTRE 40 A 60W, PROGRAMABLE, VOLTAJE 220-240V, IDEAL PARA REFRIGERAR (TIPO KENDAL KVT-K4007).",2,"Unidad","CLP",81420,0,0,NA,162840,162840,"1057402-1155-COT24","(MIS)VENTILADOR DE TORRE Y VENTILADOR PEDESTAL CON ASPAS","02 VENTILADOR DE TORRE Y 01 VENTILADOR PEDESTAL CON ASPAS, CON CARACTERISTICAS DESCRITAS EN LAS LINEAS **PLAZO ENTREGA 2 DÍAS PUESTO EN EL HOSPITAL**VALOR ESTIMADO INCLUYE FLETE E IVA**ADJUNTAR COTIZACION Y FICHA TECNICA DE LOS PRODUCTOS.","13-08-2024 0:00:00","16-08-2024 0:00:00",290000,"VENTILADOR PEDESTAL CON ASPAS,  DIAMETRO 16,  AJUSTABLE EN ALTURAS, 3 VELOCIDADES, POTENCIA ENTRE 55 A 60W, INCLUYE CONTROL REMOTO, PANEL DIGITAL, TIMER PROGRAMABLE (TIPO AIROLITE V16P8R). ADJUNTAR FICHA TECNICA. (PROYECTO N°34 MEL)",52141510,"Ventiladores",1,"Multitodo SpA","77.171.381-5","PLAZO DE ENTREGA 7 DIAS DESDE LA EMISION DE LA OC. DESPACHO INCLUIDO. EMPRESA REGIONAL",80800,80800,243640,0,289931,"SI"
"513","1057792-31-AG24","17-09-2024 0:00:00","(MIS) PROYECTO MEL 2024/SDO","ID 1057792-26-COT24. PROYECTO MEL 2024.   PROYECTO N° 32 SDO.","Recepcion Conforme","Compra Agil","CLP",229256,0,0,43558.64,272814.64,43558.64,229256,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Activos Fijos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","DEAMTEC HOLDING S.P.A","76.905.656-4","Desarrollo y consultorias","1.0","Región Metropolitana de Santiago","Equipos, accesorios y suministros de oficina","Maquinarias, suministros y accesorios de oficina","Máquinas para procesamiento de papel y accesorios",44101603,"Máquinas destructoras de papel o accesorios","Máquinas destructoras de papel o accesorios","DESTRUCTORA/TRITURADORA DE PAPEL.",1,"Unidad","CLP",229256,0,0,NA,229256,229256,"1057792-26-COT24","[MIS] ADQUISICIÓN TRITURADORA DE PAPEL [PROYECTO MEL2024]","LA SUBDIRECCIÓN DE OPERACIONES REQUIERE LA ADQUISICIÓN DE EQUIPO TRITURADORA DE PAPEL EN APOYO OPERACIONAL DE LOS SERVICIOS QUE COMPONEN LA ORGANIZACIÓN DEL HOSPITAL.  SE DEBE ADJUNTAR FICHA TÉCNICA DEL PRODUCTO PARA EVALUAR CARACTERÍSTICAS. EN CASO DE OMISIÓN, SERA DESESTIMADA.  PRESUPUESTO SEÑALADO EN FICHA ES DISPONIBLE.","11-09-2024 0:00:00","12-09-2024 0:00:00",462990,"DESTRUCTORA/TRITURADORA DE PAPEL.  ANCHO HOJA MÍNIMO 22 CMS. AUTOMÁTICO. TIPO DE CORTE: CHALLA CAPACIDAD DE HOJAS: ENTRE 100 Y 150 HOJAS CAPACIDAD PAPELERA:  ENTRE 34L Y 45L MATERIAL DESTRUIDO: TARJETAS PLASTICAS, CORCHETES Y CLIPS",44101603,"Máquinas destructoras de papel o accesorios",1,"DEAMTEC HOLDING S.P.A","76.905.656-4","Oferta Comercial Dreamtec. Plazo de entrega 5 días hábiles, una vez aceptada la Orden de Compra. Despacho Gratuito. Contacto Claudio Mella Fono: +56939460921 Correo: cmella@dreamtec.cl. Garantía 12 meses",229256,229256,229256,0,272814,"SI"
"514","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos","Equipos de arte y manualidades, accesorios y suministros","Materiales de artesanía de cintas",60123204,"Cintas decorativas","Cintas decorativas","TAPACANTO CON ADHESIVO COLOR ROBLE",50,"Metro Lineal","CLP",800,0,0,NA,40000,40000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"TAPACANTO CON ADHESIVO COLOR ROBLE",60123204,"Cintas decorativas",50,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",800,40000,1327800,0,1580082,"SI"
"515","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Productos derivados de minerales, plantas y animales","Productos no comestibles de origen vegetal","Madera",11121611,"Tablero de partículas","Tablero de partículas","MDF 9.0mm 2440x1520 (Se adjunta cortes dimensionados)",2,"Plancha","CLP",19000,0,0,NA,38000,38000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"MDF 9.0mm 2440x1520",11121611,"Tablero de partículas",2,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",19000,38000,1327800,0,1580082,"SI"
"516","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Artículos de fabricación y producción","Artículos de ferretería","Tornillos",31161508,"Tornillos para madera","Tornillos para madera","TORNILLOS DE 6 X 1 PUNTA FINA HILO CORRIDO",400,"Unidad","CLP",15,0,0,NA,6000,6000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"TORNILLOS DE 6 X 1 PUNTA FINA HILO CORRIDO",31161508,"Tornillos para madera",400,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",15,6000,1327800,0,1580082,"SI"
