codigoOC,FechaEnvioOC,NombreOC,DescripcionOC,MontoNetoOC,DescuentosOC,CargosOC,ImpuestosOC,MontoTotalOC,UnidadCompra,Proveedor,ProveedorRUT,ActividadProveedor,TamanoProveedor,RegionProveedor,CodigoProductoONU,DescripcionItem,CantidadItem,UnidadMedida,MontoNetoItem,MontoTotalItem,CodigoCotizacion,DescripcionCotizacion,CodigoProductoCotizadoONU,RUTProveedorCotizacion,DetalleCotizacion
1058012-1504-AG24,18/6/2024,"FALTA CENABAST JUNIO / LEVONORGESTREL 0,75 MG CM",PEDIDO FALTA DISTRIBUCIÓN CENABAST JUNIO. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. ZGEN 100001701. REF 1058012-409-COT24.,$30.506,000,000,5796,36302,Fármarcos,ETHON PHARMACEUTICALS COMERCIALIZADORA IMP EXP Y DIST SPA,76.956.140-4,"VENTA AL POR MAYOR DE ARTICULOS DE PERFUMERIA, COSMETICOS, JABONES Y P| VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS",Grande,Región del Libertador General Bernardo O´Higgins,51181805,"LEVONORGESTREL 0,75 MG CM",14,Comprimido,2.179,30506,1058012-409-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE LEVONORGESTREL 0,75 MG CM . INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51181805,76.956.140-4,SE ADJUNTA COTIZACION Entrega en 48 horas una vez aceptada la orden de compra. Monto mínimo de compra 50.000 neto Sin costo por despacho. Vigencia de cotización 60 días.
1057402-1835-AG24,26/2/2024,(FAR) SUEROS Y ALCOHOLES FEBRERO / FORMALINA TAMPONADA,PEDIDO SUEROS Y ALCOHOLES FEBRERO. ADQUISICIÓN VÍA COMPRA ÁGIL. FELTE CARGO DEL PROVEEDOR. REF 1057402-288-COT24.,$1.591.000,000,000,302290,1893290,Bienes y Servicios,VERDEJO Y VERDEJO LIMITADA,79.591.440-4,VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C,Pequeña,Región Metropolitana de Santiago,51102710,FORMALINA TAMPONADA LT,740,Litro,2.150,1591000,1057402-288-COT24,"SE REQUIERE PARA EL HOSPITAL CLÍNICO DE MAGALLANES FORMALINA TAMPONADA LT. INDICAR: VALOR UNITARIO, PRESENTACIÓN Y EMPAQUE (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, IMAGEN DEL PRODUCTO, TIEMPO DE ENTREGA (ESPECIFICAR, PARA COORDINAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. NO SE CONSIDERARÁN OFERTAS QUE INDIQUEN VALOR REFERENCIAL $0 Ó $1 U OMITAN INFORMACIÓN.",51102710,79.591.440-4,Formalina tamponada litro
1057402-5623-AG24,6/7/2024,FARMACIA DOSIS UNITARIA/ CINTA DE CETONEMIA,PEDIDO FARMACIA DOSIS UNITARIA/ CINTA DE CETONEMIA COMPRA AGIL DESPACHO EN 5 DIAS CON CARGO DEL PROVEEDOR 1057402-838-COT24 26218366,$234.000,000,000,44460,278460,Bienes y Servicios,COMERCIAL INTERMEDICA LIMITADA,76.205.137-0,"OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| VENTA AL POR MENOR DE ARTICULOS ORTOPEDICOS| VENTA AL POR MENOR DE ARTICULOS ELECTRODOMESTICOS Y ELECTRONICOS PARA| VENTA AL POR MENOR DE MUEBLES INCLUYE COLCHONES| VENTA AL POR MENOR",Mediana,Región del Biobío,42294705,CINTA (TIRA) DE CETONEMIA A_BGM09 FREESTYLE OPTIUM NEOKETONES,120,Tira,1.950,234000,1057402-838-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE CINTA DE CETONEMIA A_BGM09 FREESTYLE OPTIUM NEO KETONES. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",42294705,76.205.137-0,"Tiras reactivas de cuerpos cetónicos FreeStyle Optium despacho en 5 dias, flete incluido contacto Antonio ramos 950002600 intermedicalimitada@gmail.com lorena contre-ras 950003040 (wasap) oficina : 413837470 -73-74-75 despacho Nelson Simancas 98853 5495"
1058012-1434-AG24,6/11/2024,"COMPRA ALTERNATIVA FARMACIA AMBULATORIA JUNIO / LEVOCETIRIZINA 2,5 MG 5 ML",COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR DE OC N° 1058012-1287-SE24. FLETE CARGO DEL PROVEEDOR. ZGEN 100006094. REF 1058012-404-COT24.,$195.000,000,000,37050,232050,Fármarcos,LABORATORIO HOSPIFARMA CHILE LIMITADA,76.133.312-7,"VENTA AL POR MAYOR DE ARTICULOS DE PERFUMERIA, COSMETICOS, JABONES Y P| VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS",Grande,Región Metropolitana de Santiago,85121902,"LEVOCETIRIZINA 2,5 MG 5 ML",100,Frasco,1.950,195000,1058012-404-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE LEVOCETIRIZINA 2,5 MG 5 ML. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",85121902,76.133.312-7,"HOF0136 LEVOCETIRIZINA DICLORHIDRATO JBE 2,5mg/5mL. FCO X 100 mL. REG. ISP F-25359/20. FAB: LABORATORIOS PORTUGAL S.R.L, PERÚ. VENC: 01-10-2025. STOCK INMEDIATO. DESP: 2 DÍAS HÁB. SIN COSTO. MONTO MÍN. FACT. 100.000 NETOS. SERVICIO POSTVENTA"
1058012-6903-AG25,30/4/2025,"URGENTE FARMACIA AMBULATORIA ABRIL / SUPLEMENTO MULTIVITAMINICO C VIT A,D,E,K CM",PEDIDO URGENTE FARMACIA AMBULATORIA ABRIL. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 3 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. REF 1058012-257-COT25.,$543.900,000,000,103341,647241,Fármarcos,ECOCARE SPA,76.709.214-8,Importación y exportación insumos médicos y farmaceúticos,Pequeña,Región Metropolitana de Santiago,51191905,"SUPLEMENTO MULTIVITAMINICO C VIT A,D,E,K CM (FIBROSIS QUISTICA)",300,Comprimido,1.813,543900,1058012-257-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE SUPLEMENTO MULTIVITAMINICO C VIT A,D,E,K CM (FIBROSIS QUISTICA). INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN SOLICITADA.",51191905,76.709.214-8,"Lo cotizado corresponde a Dekas Plus Softgel frasco 60 cápsulas blandas, valor $108.780 más IVA cada frasco, lote disponible con vencimiento 01/2027. R.E. 1482 15/04/2019. Por compras 5 o más frascos no se agrega cargo por flete. Stock acotado."
1058012-1124-AG24,13/5/2024,COMPRA ALTERNATIVA FALTA CENABAST ABRIL / VERAPAMILO 5 MG 2 ML AMP,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-838-SE24. FLETE CARGO DEL PROVEEDOR. ZGEN 100001564. REF 1058012-348-COT24.,$175.900,000,000,33421,209321,Fármarcos,FARMACEUTICA CARIBEAN LTDA,76.830.090-9,"VENTA AL POR MAYOR DE ARTICULOS DE PERFUMERIA, COSMETICOS, JABONES Y P| VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| ALMACENES MEDIANOS (VENTA DE ALIMENTOS) SUPERMERCADOS, MINIMARKETS| VENTA AL POR MENOR DE PRODUCTOS MEDICINALES| VENTA AL POR MENOR DE",Grande,Región Metropolitana de Santiago,51121707,VERAPAMILO 5 MG 2 ML AMP,100,Ampolla,1.759,175900,1058012-348-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE VERAPAMILO 5 MG 2 ML AMP. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (AMP), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51121707,76.830.090-9,"FACTURACION MINIMA $50.000+IVA PARA SANTIAGO Y $75.000+IVA PARA REGIONES,DESPACHO:STGO 24-48 HR Y REGIONES 48-72 HR, FLETE ADICIONALSOLO SUEROS X VOLUMEN,UNIDAD MIN. COTIZADA, SE AJUSTARÁ A FACTOR DE EMPAQUE,REG.ISP,FACT.ELECTRONICA."
1058012-611-AG24,3/8/2024,COMPRA ALTERNATIVA FALTA CENABAST FEBRERO / DOMPERIDONA FCO 10 MG ML,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR N° ORDEN 1058012-408-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. REF 1058012-189-COT24. ZGEN 100000521.,$153.450,000,000,29156,182606,Fármarcos,DROGUERIA GLOBAL PHARMA SPA,76.389.383-9,FARMACIA Y PERFUMERIA,Grande,Región Metropolitana de Santiago,51171806,DOMPERIDONA FCO 10 MG ML,90,Frasco,1.705,153450,1058012-189-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE DOMPERIDONA FCO 10 MG ML INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51171806,76.389.383-9,"253807 DOMPERIDONA DOCIVIN 10 MG/ML SUSP ORAL GOTAS 15 ML LAB MINTLAB 31-08-2025 DROGUERÍA GLOBAL PHARMA SPA POSEE TRANSPORTE FDEX/TNT/STARKEN ENTREGA EN 12 DÍAS HÁBILES, MÍNIMO DE COMPRA DE $30.000 MÁS IVA. INFO AESCOBEDO@GLOBAL-PHARMA.CL"
1058012-6780-AG25,16/4/2025,PARTICULAR FARMACIA ABRIL / TENOFOVIR/LAMIVUDINA/DOLUTEGRAVIR 300/300/50 MG CM,PARTICULAR FARMACIA ABRIL. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 3 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. ZGEN 100005050. REF 1058012-219-COT25.,$1.600.320,000,000,304061,1904381,Fármarcos,MEGALABS CHILE S.A,94.544.000-7,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES| VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.",Grande,Región Metropolitana de Santiago,51102332,TENOFOVIR/LAMIVUDINA/DOLUTEGRAVIR 300/300/50 MG CM,960,Comprimido,1.667,1600320,1058012-219-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE TENOFOVIR/LAMIVUDINA/DOLUTEGRAVIR 300/300/50 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN CUALQUIER INFORMACIÓN SOLICITADA PARA ESTA COTIZACIÓN.",51102332,94.544.000-7,"001-070-00450 VIROPIL 52,62 / 300 / 300 MG X 30 COMPRIMIDOS RECUBIERTOS	VIH	DOLUTEGRAVIR / LAMIVUDINA / TENOFOVIR 30 COMPRIMIDOS RECUBIERTOS F-26217/21 VENCE: 31/08/2025 MONTO MINIMO DE FACTURACION $ 100.000 PRODUCTO CONS TOCK DISPONIBLE"
1058012-6768-AG25,14/4/2025,FALTA CENABAST ABRIL/ TENOFOVIR/LAMIVUDINA/DOLUTEGRAVIR300/300/50 MG CM,PEDIDO FALTA CENABAST ABRIL. COMPRA AGIL DESPACHO AEREO CARGO DEL PROVEEDOR. 100005050 1058012-202-COT25,$480.000,000,000,91200,571200,Fármarcos,PHARMARIS CHILE SPA,76.418.921-3,Imp. y Comercializacion Productos Farmaceuticos,Grande,Región Metropolitana de Santiago,51102332,TENOFOVIR/LAMIVUDINA/DOLUTEGRAVIR 300/300/50 MG CM,300,Comprimido,1.600,480000,1058012-202-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE TENOFOVIR/LAMIVUDINA/DOLUTEGRAV. INDICAR AL COTIZAR: FECHA DE ENTREGA EN BODEGA DEL HCM, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA POR NO RESPETAR FECHA ESTIMADA DE ENTREGA DE LA OC. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, O NO CUMPLAN CON LO SOLICITADO. MOTIVO IPORTANTE PARA DEJAR FUERA UNA OFERTA ES S",51102332,76.418.921-3,ACRIPTEGA: TENOFOVIR/LAMIVUDINA/DOLUTEGRAVIR 300/300/50 MG CM - Envase x 30 CMP Stock disponible - vencimiento mayo 2026 Despacho incluído - 3 días hábiles despues de recibida la OC
1058012-1949-AG24,8/9/2024,PEDIDO FARMACIA DOSIS UNITARIA/CLONIDINA CLORHIDRATO 100 MCG CM,PEDIDO FARMACIA DOSIS UNITARIA. COMPRA AGIL DESPACHO CARGO DEL PROVEEDOR. 1058012-525-COT24 100000394,$628.000,000,20000,123120,771120,Fármarcos,EUROLABS CHILE SPA,77.528.837-K,,Pequeña,Región Metropolitana de Santiago,51121718,CLONIDINA CLORHIDRATO 100 MCG CM,400,Comprimido,1.570,628000,1058012-525-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE CLONIDINA CLORHIDRATO 100 MCG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO y ESPECIFICAR FECHA DE ENTREGA, INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51121718,77.528.837-K,Clonidina laboratorio TEVA USA caja por 100 tabletas vencimiento Junio 2026( articulo 21)
1058012-1781-AG24,22/7/2024,(FAR) COMPRA ALTERNATIVA FARMACIA AMBULATORIA JULIO / ÁCIDO TRANEXAMICO 500 MG CM,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-1575-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 3 DÍAS SEGÚN COTIZACIÓN. ZGEN 100000028. REF 1058012-489-COT24,$299.000,000,000,56810,355810,Fármarcos,EMCURE PHARMA CHILE SPA,77.240.238-4,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE",Micro,Región Metropolitana de Santiago,51131808,ÁCIDO TRANEXAMICO 500 MG CM,200,Comprimido,1.495,299000,1058012-489-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE ÁCIDO TRANEXAMICO 500 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51131808,77.240.238-4,"PAUSE-500 COMPRIMIDOS RECUBIERTOS 500 mg (ÁCIDO TRANEXÁMICO), caja x20, Bioequivalente, Registro ISP: F-26519/21. Incluye despacho en Institución. Stock disponible, entrega en 3 días. Datos de contacto en cotización adjunta."
1058012-4696-AG25,24/3/2025,COMPRA ALTERNATIVA STOCK CRÍTICO FARMACIA AMBULATORIA MARZO / VITAMINA B1/B6/B12 AMP,COMPRA ALTERNATIVA POR FALTA DE STOCK EN OC N° 1058012-4636-SE25. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 7 DÍAS SEGÚN COTIZACIÓN. REF 1058012-152-COT25.,$292.400,000,000,55556,347956,Fármarcos,SCM PHARMA SPA,77.337.544-5,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES,Mediana,Región Metropolitana de Santiago,51191905,VITAMINA B1/B6/B12 AMP,200,Ampolla,1.462,292400,1058012-152-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE VITAMINA B1/B6/B12 AMP. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (AMP), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51191905,77.337.544-5,"Se adjunta cotización detallada, Contacto F. 225104550, contacto@scmpharma.cl, Despacho sin costo, Envio 7 dias- monto mínimo de despacho $ 100.000.- Cotización valida por 15 días."
1058012-1162-AG24,20/5/2024,COMPRA ALTERNATIVA URGENTE COMITÉ FARMACIA MAYO / ÁCIDO TRANEXÁMICO 500 MG CM,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEDOR OC N° 1058012-1153-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL. COMITÉ FARMACIA N°4 AÑO 2024. FLETE CARGO DEL PROVEEDOR. REF 1058012-360-COT24. ZGEN 100000028.,$870.000,000,000,165300,1035300,Fármarcos,EMCURE PHARMA CHILE SPA,77.240.238-4,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE",Pequeña,Región Metropolitana de Santiago,51131808,ÁCIDO TRANEXÁMICO 500 MG CM,600,Comprimido,1.450,870000,1058012-360-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE ÁCIDO TRANEXÁMICO 500 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, FACILITAR TIPO DE TRASLADO CARGO HOSPITAL, E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN",51131808,77.240.238-4,"PAUSE-500 COMPRIMIDOS RECUBIERTOS 500 mg (ÁCIDO TRANEXÁMICO), caja x20, Bioequivalente, Registro ISP: F-26519/21. Vencimiento: 30-04-2025. Stock disponible, entrega en 3 días, datos de contacto en cotizacion adjunta."
1057402-4352-AG24,29/4/2024,(FAR) STOCK CRÍTICO SUEROS Y ALCOHOLES ABRIL / ALCOHOL ETILICO 70° FCO 250 ML,PEDIDO STOCK CRÍTICO SUEROS Y ALCOHOLES ABRIL. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. REF 1057402-663-COT24. ZGEN 100000087.,$1.280.124,000,000,243224,1523348,Bienes y Servicios,DIFEM LABORATORIOS S A,79.581.120-6,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFU",Grande,Región Metropolitana de Santiago,51102710,ALCOHOL ETILICO 70° FCO 250 ML,972,Frasco,1.317,1280124,1057402-663-COT24,"SE REQUIERE PARA EL HOSPITAL CLÍNICO DE MAGALLANES ALCOHOL ETILICO 70° FCO 250 ML. INDICAR: VALOR UNITARIO, PRESENTACIÓN Y EMPAQUE (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, IMAGEN DEL PRODUCTO, TIEMPO DE ENTREGA (ESPECIFICAR, PARA COORDINAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. NO SE CONSIDERARÁN OFERTAS QUE INDIQUEN VALOR REFERENCIAL $0 Ó $1 U OMITAN INFORMACIÓN.",51102710,79.581.120-6,"2402073 ALCOHOL 70% SOLUCIÓN TÓPICA DifemPharma 250mL, 36 unidades por caja. Vencimiento 24 meses Despacho 10-15 días. Contacto Daniella Riffo driffo@difem.cl 968447779"
1057402-1213-AG24,3/4/2024,(FAR) COMITÉ FARMACIA/ CINTA DE CETONEMIA,PEDIDO COMITÉ FARMACIA. COMPRA AGIL DESPACHO AÉREO CARGO DEL PROVEEDOR. 1057402-175-COT24,$453.600,000,000,86184,539784,Bienes y Servicios,ABBOTT LABORATORIES DE CHILE LTDA,81.378.300-2,VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.,Grande,Región Metropolitana de Santiago,42294705,CINTA (TIRA) DE CETONEMIA A_BGM09 FREESTYLE OPTIUM NEOKETONES,360,Tira,1.260,453600,1057402-175-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE CINTA DE CETONEMIA A_BGM09 FREESTYLE OPTIUM NEO KETONES. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",42294705,81.378.300-2,"A_BGM14 FREESTYLE OPTIUM B-KETONES NEO CAJA X 10 CINTAS, PRECIO OFERTADO X CINTA, PRECIO INCLUYE FLETE. DESPACHO 72 HORAS AEREO. DISPONIBILIDAD INMEDIATA. FECHA VENCIMIENTO MAYOR A 12 MESES."
1058012-4628-AG25,3/12/2025,COMPRA ALTERNATIVA FARMACIA AMBULATORIA FEBRERO / TRAMADOL 100 MG ML GTS,COMPRA ALTERNATIVA POR FALTA DE STOCK EN OC N° 1058012-4434-AG25. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 48 HRS. SEGÚN COTIZACIÓN. ZGEN 100001463. REF 1058012-137-COT25.,$1.388.400,000,000,263796,1652196,Fármarcos,COMERCIALIZADORA E-COMCHILE SPA,77.027.029-4,VENTAS Y SERVICIOS,Micro,Región Metropolitana de Santiago,51142235,TRAMADOL 100 MG / ML SOLUCION ORAL (1 ML = 40 GOTAS),1200,Frasco,1.157,1388400,1058012-137-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE TRAMADOL 100 MG ML GTS. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (FC), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARA INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, NO ENTREGUEN DOCUMENTACIÓN TÉCNICA U OMITAN INFORMACIÓN.",51142235,77.027.029-4,TRAMADOL 100 MG/ML GOTAS FCO. 10 ML VCTO 06-2026 ENVIO INCLUIDO 48 HORAS/ 56989247629 VENTAS@ECOMCH.CL / MINIMO DE FACTURACION 100.000 NETO
